id,direction,actual_state,expected_route,reason,p_entry,p_now,drift,slope,abs_delta,gamma_ratio,persistence,confirmations,edb_lean,edb_conf,ggr,kpf,option_exit_friction,future_hedge_friction
case_002195,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.543267,0.503776,-0.039491,-0.078983,0.3525,3.0612,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,69.96,CALM_TRANSITION,TOUCHED,POOR,LOW
case_002198,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.611631,0.63633,0.0247,0.049399,0.3449,1.415,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,39.92,CALM_TRANSITION,ABSENT,EXTREME,LOW
case_002200,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.239705,0.446241,0.206536,0.413072,0.5373,3.0715,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,74.95,NEGATIVE_GAMMA_AMPLIFYING,TOUCHED,HIGH,MEDIUM
case_002201,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.627103,0.54641,-0.080693,0.011451,0.2731,1.252,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,42.01,POSITIVE_GAMMA_PINNING,PENETRATED,POOR,LOW
case_002208,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.145711,0.493015,0.347304,0.694609,0.422,0.762,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,69.84,NEGATIVE_GAMMA_AMPLIFYING,TOUCHED,POOR,MEDIUM
case_002220,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.521983,0.550167,0.028184,0.056369,0.312,0.764,LOW,,NEUTRAL,46.54,POSITIVE_GAMMA_PINNING,INTACT,LOW,MEDIUM
case_002222,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.580454,0.579255,-0.001199,-0.002398,0.318,1.9769,LOW,,BULLISH,50.96,CALM_TRANSITION,INTACT,GOOD,LOW
case_002226,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.654596,0.645022,-0.009573,-0.019146,0.2796,2.4448,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,59.11,POSITIVE_GAMMA_PINNING,ABSENT,HIGH,LOW
case_002235,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.791957,0.729913,-0.062044,-0.124088,0.2145,2.3912,LOW,,BEARISH,54.32,POSITIVE_GAMMA_PINNING,OK,POOR,MEDIUM
case_002238,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.22286,0.539773,0.316913,0.633825,0.4449,1.3553,MEDIUM,EDB_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,86.84,POSITIVE_GAMMA_PINNING,PENETRATED,HIGH,MEDIUM
case_002254,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.248316,0.432785,0.184469,0.368938,0.3115,2.9461,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,60.6,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,POOR,LOW
case_002255,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.195241,0.54462,0.349379,-0.001946,0.6856,1.2857,MEDIUM,EDB_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,85.51,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,EXTREME,LOW
case_002259,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.583277,0.562575,-0.020702,-0.041404,0.3434,1.4577,LOW,,BEARISH,74.87,NEGATIVE_GAMMA_AMPLIFYING,THICK_BUFFER,HIGH,LOW
case_002266,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.738828,0.774266,0.035438,0.070876,0.4665,1.3385,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,53.9,CALM_TRANSITION,PENETRATED,MEDIUM,LOW
case_002279,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.655777,0.617223,-0.038554,-0.077108,0.4354,1.4943,LOW,,BEARISH,65.09,POSITIVE_GAMMA_PINNING,OK,EXTREME,LOW
case_002282,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.641312,0.670254,0.028942,0.020409,0.4335,2.1318,LOW,KPF_BUFFER_WEAK_OR_BROKEN,NEUTRAL,41.01,CALM_TRANSITION,ABSENT,LOW,LOW
case_002301,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.231163,0.423703,0.19254,0.385081,0.5515,2.6321,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,55.38,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,EXTREME,LOW
case_002309,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.743473,0.555949,-0.187523,-0.375047,0.226,1.7158,LOW,,BEARISH,71.7,CALM_TRANSITION,THICK_BUFFER,LOW,MEDIUM
case_002315,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.150832,0.46692,0.316089,-0.025083,0.6115,1.8956,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,67.65,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,HIGH,LOW
case_002319,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.587654,0.625435,0.037782,0.043158,0.2144,1.8371,LOW,,BEARISH,70.9,POSITIVE_GAMMA_PINNING,INTACT,GOOD,MEDIUM
case_002325,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.692931,0.668328,-0.024603,0.042941,0.4301,2.2433,LOW,,NEUTRAL,57.4,NEGATIVE_GAMMA_AMPLIFYING,OK,MEDIUM,LOW
case_002339,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.651691,0.679773,0.028082,0.056165,0.482,1.0135,LOW,,BEARISH,72.8,CALM_TRANSITION,THICK_BUFFER,MEDIUM,MEDIUM
case_002344,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.634354,0.601861,-0.032493,-0.064986,0.1382,2.4757,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,69.08,CALM_TRANSITION,PENETRATED,LOW,LOW
case_002357,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.623681,0.749223,0.125543,0.071389,0.6732,3.1498,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,61.33,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,HIGH,LOW
case_002359,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.457905,0.628689,0.170784,0.341568,0.4645,2.4218,MEDIUM,EDB_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,50.67,POSITIVE_GAMMA_PINNING,TOUCHED,HIGH,LOW
case_002385,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.627669,0.507352,-0.120316,0.064175,0.1817,0.9365,LOW,,BULLISH,71.1,CALM_TRANSITION,INTACT,MEDIUM,LOW
case_002386,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.540448,0.66557,0.125122,0.250244,0.6222,2.5516,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,60.18,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,EXTREME,MEDIUM
case_002394,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.618683,0.648471,0.029788,0.082994,0.5388,2.4485,LOW,,BEARISH,45.51,NEGATIVE_GAMMA_AMPLIFYING,OK,LOW,MEDIUM
case_002398,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.620359,0.70541,0.085052,0.170103,0.6055,2.4241,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,40.24,NEGATIVE_GAMMA_AMPLIFYING,TOUCHED,HIGH,LOW
case_002407,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.628236,0.531012,-0.097224,0.035387,0.2511,0.8345,LOW,,BEARISH,61.46,POSITIVE_GAMMA_PINNING,OK,GOOD,LOW
case_002413,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.684689,0.505211,-0.179479,-0.358957,0.3552,2.4347,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,56.15,POSITIVE_GAMMA_PINNING,TOUCHED,POOR,LOW
case_002417,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.75889,0.796311,0.037422,0.074843,0.3867,1.9293,LOW,,NEUTRAL,38.99,POSITIVE_GAMMA_PINNING,OK,GOOD,LOW
case_002436,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.353562,0.461012,0.107451,0.214901,0.4572,2.9562,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,45.12,CALM_TRANSITION,PENETRATED,EXTREME,MEDIUM
case_002439,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.061755,0.335408,0.273653,0.547306,0.5673,2.4311,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,69.65,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,POOR,MEDIUM
case_002441,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.097367,0.420754,0.323388,0.646776,0.5531,1.3106,MEDIUM,EDB_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,60.15,CALM_TRANSITION,TOUCHED,HIGH,LOW
case_002454,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.493147,0.544243,0.051096,0.050274,0.4521,2.9744,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,53.93,CALM_TRANSITION,TOUCHED,HIGH,LOW
case_002458,SHORT_CALL,NORMAL,WATCH,normal_too_sticky,0.588293,0.493641,-0.094652,-0.008303,0.6768,1.407,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,64.93,NEGATIVE_GAMMA_AMPLIFYING,TOUCHED,POOR,MEDIUM
case_002464,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.694873,0.612448,-0.082425,-0.164851,0.3888,2.388,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,54.44,POSITIVE_GAMMA_PINNING,PENETRATED,LOW,LOW
case_002468,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.668565,0.680941,0.012375,0.024751,0.2638,1.9802,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,54.99,CALM_TRANSITION,ABSENT,POOR,MEDIUM
case_002472,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.373867,0.557604,0.183737,0.367473,0.586,2.67,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,60.42,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,HIGH,MEDIUM
case_002481,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.627813,0.548381,-0.079431,-0.158863,0.1782,0.7989,LOW,,BULLISH,67.07,CALM_TRANSITION,THICK_BUFFER,HIGH,MEDIUM
case_002482,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.478706,0.583023,0.104317,0.208633,0.4874,2.06,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,55.13,CALM_TRANSITION,TOUCHED,GOOD,LOW
case_002489,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.131088,0.237769,0.106681,0.213362,0.6601,1.006,LOW,KPF_BUFFER_WEAK_OR_BROKEN,NEUTRAL,61.1,CALM_TRANSITION,ABSENT,POOR,LOW
case_002491,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.478597,0.516702,0.038104,0.076208,0.3137,1.6248,LOW,,BEARISH,74.57,CALM_TRANSITION,THICK_BUFFER,GOOD,MEDIUM
case_002492,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.060644,0.16948,0.108836,0.217672,0.5291,1.1322,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,49.36,CALM_TRANSITION,PENETRATED,MEDIUM,LOW
case_002495,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.301335,0.503321,0.201986,0.070103,0.6075,2.67,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,60.69,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,EXTREME,LOW
case_002504,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.730292,0.684492,-0.045801,-0.039325,0.1256,2.8627,LOW,,BEARISH,45.9,POSITIVE_GAMMA_PINNING,OK,POOR,MEDIUM
case_002505,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.599173,0.582181,-0.016992,0.019044,0.4691,2.0923,LOW,KPF_BUFFER_WEAK_OR_BROKEN,NEUTRAL,46.52,NEGATIVE_GAMMA_AMPLIFYING,TOUCHED,HIGH,LOW
case_002515,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.317499,0.565232,0.247733,0.096083,0.5977,1.072,MEDIUM,EDB_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,54.97,CALM_TRANSITION,ABSENT,EXTREME,MEDIUM
case_002523,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.690564,0.666664,-0.023901,-0.047801,0.1561,0.626,LOW,,BEARISH,68.39,CALM_TRANSITION,OK,MEDIUM,MEDIUM
case_002527,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.53473,0.704551,0.169821,0.339642,0.6268,0.6132,MEDIUM,EDB_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,79.09,POSITIVE_GAMMA_PINNING,TOUCHED,EXTREME,LOW
case_002530,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.59654,0.522456,-0.074083,-0.148166,0.3123,3.1095,LOW,,BEARISH,62.16,NEGATIVE_GAMMA_AMPLIFYING,OK,POOR,LOW
case_002533,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.781142,0.794001,0.012859,0.025718,0.0935,1.9574,LOW,,BEARISH,57.7,CALM_TRANSITION,THICK_BUFFER,POOR,MEDIUM
case_002534,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.733965,0.779089,0.045124,0.006569,0.3678,2.1192,LOW,,BEARISH,48.56,CALM_TRANSITION,OK,POOR,LOW
case_002550,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.552131,0.681884,0.129754,0.259507,0.583,2.2317,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,62.12,NEGATIVE_GAMMA_AMPLIFYING,TOUCHED,HIGH,LOW
case_002551,SHORT_PUT,EXIT_PREFERRED,WATCH,exit_preferred_too_eager,0.737331,0.602903,-0.134427,-0.268855,0.3406,2.7768,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,60.63,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,GOOD,MEDIUM
case_002557,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.709403,0.649654,-0.059749,0.064791,0.2685,2.0592,LOW,,BEARISH,45.08,CALM_TRANSITION,OK,GOOD,MEDIUM
case_002564,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.275953,0.541512,0.265558,0.531117,0.7605,0.5505,MEDIUM,EDB_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,80.18,POSITIVE_GAMMA_PINNING,TOUCHED,POOR,LOW
case_002578,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.62441,0.687077,0.062666,0.125333,0.4276,2.0124,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,61.22,CALM_TRANSITION,PENETRATED,GOOD,MEDIUM
case_002591,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.215206,0.578552,0.363346,0.726692,0.583,1.0283,MEDIUM,EDB_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,61.04,CALM_TRANSITION,PENETRATED,POOR,LOW
case_002592,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.602047,0.619044,0.016997,0.033994,0.3611,2.337,LOW,KPF_BUFFER_WEAK_OR_BROKEN,NEUTRAL,48.28,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,MEDIUM,LOW
case_002594,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.226439,0.443122,0.216684,0.433368,0.5353,2.8873,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,67.97,NEGATIVE_GAMMA_AMPLIFYING,TOUCHED,POOR,LOW
case_002597,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.433515,0.508579,0.075064,0.150127,0.2888,3.0617,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,NEUTRAL,36.36,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,EXTREME,MEDIUM
case_002611,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.316954,0.480962,0.164008,0.328016,0.6006,1.5806,MEDIUM,EDB_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,79.96,POSITIVE_GAMMA_PINNING,TOUCHED,HIGH,LOW
case_002630,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.708934,0.747382,0.038448,0.076896,0.4005,1.0825,LOW,EDB_ADVERSE,BULLISH,59.42,POSITIVE_GAMMA_PINNING,OK,LOW,MEDIUM
case_002635,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.163193,0.546808,0.383615,0.059786,0.6803,2.1471,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,NEUTRAL,40.31,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,HIGH,LOW
case_002636,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.528411,0.603298,0.074887,0.149773,0.3795,1.109,LOW,,BEARISH,43.74,NEGATIVE_GAMMA_AMPLIFYING,OK,GOOD,LOW
case_002642,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.437255,0.606277,0.169022,0.338043,0.288,3.0755,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,45.95,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,EXTREME,LOW
case_002655,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.565686,0.502781,-0.062905,-0.12581,0.4112,0.8678,LOW,,BEARISH,59.37,POSITIVE_GAMMA_PINNING,INTACT,GOOD,MEDIUM
case_002657,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.520485,0.533889,0.013405,0.026809,0.4524,1.665,LOW,,BULLISH,53.87,POSITIVE_GAMMA_PINNING,INTACT,EXTREME,LOW
case_002660,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.418857,0.610481,0.191624,0.383248,0.6428,2.1878,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,62.32,NEGATIVE_GAMMA_AMPLIFYING,TOUCHED,EXTREME,LOW
case_002670,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.622592,0.726207,0.103615,0.207229,0.4456,0.6845,LOW,,BULLISH,61.82,POSITIVE_GAMMA_PINNING,OK,MEDIUM,MEDIUM
case_002671,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.098448,0.347109,0.248662,0.497323,0.8308,2.9703,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,85.27,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,HIGH,MEDIUM
case_002679,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.488918,0.533975,0.045057,-0.018716,0.1827,2.7967,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,71.3,NEGATIVE_GAMMA_AMPLIFYING,TOUCHED,LOW,LOW
case_002685,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.597844,0.560017,-0.037828,-0.075655,0.3296,1.8781,LOW,GGR_ADVERSE,BEARISH,54.11,NEGATIVE_GAMMA_AMPLIFYING,OK,EXTREME,LOW
case_002689,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.633348,0.548918,-0.08443,-0.16886,0.2931,0.886,LOW,,BEARISH,69.75,CALM_TRANSITION,OK,EXTREME,LOW
case_002691,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.723772,0.652215,-0.071557,-0.143115,0.2893,1.5709,LOW,,BULLISH,69.91,POSITIVE_GAMMA_PINNING,THICK_BUFFER,EXTREME,MEDIUM
case_002697,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.666852,0.516297,-0.150554,-0.301109,0.378,2.4863,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,75.64,POSITIVE_GAMMA_PINNING,TOUCHED,POOR,MEDIUM
case_002705,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.328231,0.562652,0.234422,0.025468,0.5794,1.3041,MEDIUM,EDB_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,67.8,POSITIVE_GAMMA_PINNING,PENETRATED,POOR,LOW
case_002724,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.603635,0.539522,-0.064113,-0.128226,0.1773,2.3728,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,52.89,POSITIVE_GAMMA_PINNING,TOUCHED,LOW,LOW
case_002729,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.70248,0.61704,-0.085441,-0.170881,0.2406,2.1399,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,54.23,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,POOR,MEDIUM
case_002732,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.355518,0.590756,0.235237,0.470475,0.5166,2.4014,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,NEUTRAL,44.4,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,POOR,MEDIUM
case_002743,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.812224,0.798973,-0.013251,0.077107,0.1166,0.6213,LOW,,BULLISH,63.42,CALM_TRANSITION,THICK_BUFFER,LOW,LOW
case_002750,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.781117,0.711336,-0.069782,-0.139564,0.1805,2.5101,LOW,,BEARISH,63.97,NEGATIVE_GAMMA_AMPLIFYING,OK,EXTREME,LOW
case_002755,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.53301,0.554932,0.021922,0.043844,0.4051,0.8883,LOW,,NEUTRAL,48.45,CALM_TRANSITION,THICK_BUFFER,HIGH,LOW
case_002761,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.650533,0.735771,0.085238,0.059602,0.3343,2.144,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,61.38,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,EXTREME,LOW
case_002762,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.257875,0.537373,0.279498,0.558996,0.623,2.9193,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,NEUTRAL,37.13,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,EXTREME,LOW
case_002763,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.704222,0.700899,-0.003323,-0.006646,0.1345,1.2638,LOW,,BEARISH,51.66,POSITIVE_GAMMA_PINNING,OK,EXTREME,LOW
case_002768,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.507191,0.597069,0.089878,0.018597,0.2753,2.7709,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,59.38,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,HIGH,LOW
case_002775,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.765603,0.64052,-0.125083,-0.250167,0.511,0.6921,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,52.44,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,GOOD,LOW
case_002782,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.321972,0.430291,0.108319,0.216638,0.571,0.8181,LOW,EDB_ADVERSE,BULLISH,77.96,POSITIVE_GAMMA_PINNING,OK,MEDIUM,LOW
case_002790,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.560357,0.576438,0.016081,0.032161,0.4559,2.4266,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,61.84,CALM_TRANSITION,PENETRATED,MEDIUM,MEDIUM
case_002802,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.548332,0.659008,0.110676,0.221352,0.6088,2.9317,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,70.61,NEGATIVE_GAMMA_AMPLIFYING,TOUCHED,POOR,LOW
case_002819,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.496903,0.511338,0.014434,0.028868,0.4321,2.5885,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,60.37,POSITIVE_GAMMA_PINNING,PENETRATED,HIGH,MEDIUM
case_002823,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.594885,0.644826,0.04994,0.099881,0.4983,2.3497,LOW,,BULLISH,37.05,NEGATIVE_GAMMA_AMPLIFYING,OK,POOR,MEDIUM
case_002825,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.057807,0.290781,0.232974,0.465947,0.567,3.1721,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,83.61,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,HIGH,MEDIUM
case_002828,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.490268,0.540268,0.05,0.099999,0.4358,2.0394,LOW,GGR_ADVERSE,NEUTRAL,55.52,NEGATIVE_GAMMA_AMPLIFYING,OK,HIGH,MEDIUM
case_002830,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.206851,0.307309,0.100458,0.200916,0.6647,0.9161,LOW,KPF_BUFFER_WEAK_OR_BROKEN,NEUTRAL,51.32,POSITIVE_GAMMA_PINNING,ABSENT,EXTREME,LOW
case_002840,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.524654,0.693215,0.168561,0.092644,0.4334,2.1895,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,58.99,NEGATIVE_GAMMA_AMPLIFYING,TOUCHED,POOR,MEDIUM
case_002841,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.136337,0.565251,0.428914,0.857829,0.7661,2.8131,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,45.26,NEGATIVE_GAMMA_AMPLIFYING,TOUCHED,HIGH,LOW
